"","lr_pair","ligand","receptor"
"1191","CXCL8_SDC3","CXCL8","SDC3"
"1192","CXCL8_SDC2","CXCL8","SDC2"
"1193","CXCL8_ACKR1","CXCL8","ACKR1"
"1194","CXCL8_CXCR2","CXCL8","CXCR2"
"1195","CXCL8_GRM7","CXCL8","GRM7"
"1196","SEMA4C_PLXNB2","SEMA4C","PLXNB2"
"1197","CXCL11_DPP4","CXCL11","DPP4"
"1198","CXCL11_CXCR3","CXCL11","CXCR3"
"1199","CXCL11_CCR3","CXCL11","CCR3"
"1200","CXCL11_ACKR1","CXCL11","ACKR1"
"1201","CXCL11_GRM7","CXCL11","GRM7"
"1202","PRND_RPSA","PRND","RPSA"
"1203","HAS2_HMMR","HAS2","HMMR"
"1204","HAS2_CD44","HAS2","CD44"
"1205","NPTX1_NPTXR","NPTX1","NPTXR"
"1206","RGMB_HJV","RGMB","HJV"
"1207","RGMB_BMPR2","RGMB","BMPR2"
"1208","RGMB_NEO1","RGMB","NEO1"
"1209","RGMB_BMPR1B","RGMB","BMPR1B"
"1210","F2_GP1BB","F2","GP1BB"
"1211","F2_F2R","F2","F2R"
"1212","F2_THBD","F2","THBD"
"1213","F2_GP1BA","F2","GP1BA"
"1214","INHBC_ACVR2B","INHBC","ACVR2B"
"1215","INHBC_ACVR1B","INHBC","ACVR1B"
"1216","CCL19_CCR10","CCL19","CCR10"
"1217","CCL19_CXCR3","CCL19","CXCR3"
"1218","CCL19_GRM7","CCL19","GRM7"
"1219","CCL19_ACKR2","CCL19","ACKR2"
"1220","CCL19_CCRL2","CCL19","CCRL2"
"1221","PLG_ITGAM","PLG","ITGAM"
"1222","PLG_ITGB1","PLG","ITGB1"
"1223","PLG_PLAUR","PLG","PLAUR"
"1224","PLG_ITGB2","PLG","ITGB2"
"1225","PLG_F2R","PLG","F2R"
"1226","PLG_IGF2R","PLG","IGF2R"
"1227","PLG_F3","PLG","F3"
"1228","CLCF1_CNTFR","CLCF1","CNTFR"
"1229","CLCF1_CRLF1","CLCF1","CRLF1"
"1230","CLCF1_IL6ST","CLCF1","IL6ST"
"1231","CSHL1_GHR","CSHL1","GHR"
"1232","LPL_GPIHBP1","LPL","GPIHBP1"
"1233","LPL_CD44","LPL","CD44"
"1234","LPL_SDC1","LPL","SDC1"
"1235","LPL_VLDLR","LPL","VLDLR"
"1236","EFEMP2_AQP1","EFEMP2","AQP1"
"1237","EFEMP2_PLSCR4","EFEMP2","PLSCR4"
"1238","ADAM17_MUC1","ADAM17","MUC1"
"1239","ADAM17_ITGB1","ADAM17","ITGB1"
"1240","ADAM17_RHBDF2","ADAM17","RHBDF2"
"1241","ADAM17_IL6R","ADAM17","IL6R"
"1242","ADAM17_MET","ADAM17","MET"
"1243","ADAM17_ERBB4","ADAM17","ERBB4"
"1244","VEGFB_RET","VEGFB","RET"
"1245","FGF5_FGFR2","FGF5","FGFR2"
"1246","FGF5_FGFR1","FGF5","FGFR1"
"1247","FGF5_FGFR3","FGF5","FGFR3"
"1248","LEP_LEPR","LEP","LEPR"
"1249","GH1_GHR","GH1","GHR"
"1250","GH1_PRLR","GH1","PRLR"
"1251","GNAI2_LPAR3","GNAI2","LPAR3"
"1252","GNAI2_S1PR5","GNAI2","S1PR5"
"1253","GNAI2_EDNRA","GNAI2","EDNRA"
"1254","GNAI2_ADORA1","GNAI2","ADORA1"
"1255","GNAI2_C5AR1","GNAI2","C5AR1"
"1256","GNAI2_ADRA2B","GNAI2","ADRA2B"
"1257","GNAI2_F2R","GNAI2","F2R"
"1258","GNAI2_FPR1","GNAI2","FPR1"
"1259","GNAI2_S1PR3","GNAI2","S1PR3"
"1260","GNAI2_OPRM1","GNAI2","OPRM1"
"1261","GNAI2_UNC5B","GNAI2","UNC5B"
"1262","GNAI2_CAV1","GNAI2","CAV1"
"1263","GNAI2_PTPRU","GNAI2","PTPRU"
"1264","GNAI2_TBXA2R","GNAI2","TBXA2R"
"1265","GNAI2_CXCR3","GNAI2","CXCR3"
"1266","GNAI2_EDNRB","GNAI2","EDNRB"
"1267","GNAI2_CXCR2","GNAI2","CXCR2"
"1268","GNAI2_DRD2","GNAI2","DRD2"
"1269","GNAI2_ADCY7","GNAI2","ADCY7"
"1270","GNAI2_TSHR","GNAI2","TSHR"
"1271","GNAI2_AGTR2","GNAI2","AGTR2"
"1272","GNAI2_CNR1","GNAI2","CNR1"
"1273","ANGPT2_TIE1","ANGPT2","TIE1"
"1274","ANGPT2_TEK","ANGPT2","TEK"
"1275","TLN1_ITGB3","TLN1","ITGB3"
"1276","CSH1_PRLR","CSH1","PRLR"
"1277","AGTRAP_RACK1","AGTRAP","RACK1"
"1278","PKM_CD44","PKM","CD44"
"1279","CALR_MPL","CALR","MPL"
"1280","CALR_TSHR","CALR","TSHR"
"1281","DEFB103A_CCR6","DEFB103A","CCR6"
"1282","TAC1_TACR2","TAC1","TACR2"
"1283","LPA_ITGAM","LPA","ITGAM"
"1284","LPA_LPAR3","LPA","LPAR3"
"1285","LPA_ITGB2","LPA","ITGB2"
"1286","LPA_LPAR1","LPA","LPAR1"
"1287","LPA_LPAR4","LPA","LPAR4"
"1288","LPA_LPAR2","LPA","LPAR2"
"1289","FGF8_FGFR2","FGF8","FGFR2"
"1290","FGF8_FGFRL1","FGF8","FGFRL1"
"1291","FGF8_FGFR1","FGF8","FGFR1"
"1292","FGF8_FGFR3","FGF8","FGFR3"
"1293","FGF13_FGFR1","FGF13","FGFR1"
"1294","FGF13_SCN5A","FGF13","SCN5A"
"1295","FGF13_FGFR2","FGF13","FGFR2"
"1296","FGF13_FGFR3","FGF13","FGFR3"
"1297","FGF13_SCN8A","FGF13","SCN8A"
"1298","MMP1_CD44","MMP1","CD44"
"1299","PENK_OPRM1","PENK","OPRM1"
"1300","PENK_GRM7","PENK","GRM7"
"1301","LAMA3_ITGB1","LAMA3","ITGB1"
"1302","DEFB103B_CCR6","DEFB103B","CCR6"
"1303","SEMA6D_TREM2","SEMA6D","TREM2"
"1304","SEMA6D_PLXNA1","SEMA6D","PLXNA1"
"1305","MTMR4_SMAD3","MTMR4","SMAD3"
"1306","WNT11_MUSK","WNT11","MUSK"
"1307","WNT11_KLRG2","WNT11","KLRG2"
"1308","FBN1_ITGB3","FBN1","ITGB3"
"1309","FBN1_ITGB1","FBN1","ITGB1"
"1310","PSEN1_NOTCH4","PSEN1","NOTCH4"
"1311","PSEN1_CD44","PSEN1","CD44"
"1312","BGN_TLR4","BGN","TLR4"
"1313","BGN_TLR1","BGN","TLR1"
"1314","BMP8A_BMPR2","BMP8A","BMPR2"
"1315","BMP8A_BMPR1A","BMP8A","BMPR1A"
"1316","BMP8A_BMPR1B","BMP8A","BMPR1B"
"1317","CSF1_SIRPA","CSF1","SIRPA"
"1318","IZUMO1_CD9","IZUMO1","CD9"
"1319","IZUMO1_IZUMO1R","IZUMO1","IZUMO1R"
"1320","P4HB_MTTP","P4HB","MTTP"
"1321","JAG2_NOTCH4","JAG2","NOTCH4"
"1322","EFNA5_EPHB6","EFNA5","EPHB6"
"1323","EFNA5_EPHA7","EFNA5","EPHA7"
"1324","EFNA5_EPHA10","EFNA5","EPHA10"
"1325","EFNA5_EPHA3","EFNA5","EPHA3"
"1326","EFNA5_EPHA5","EFNA5","EPHA5"
"1327","EFNA5_EPHB1","EFNA5","EPHB1"
"1328","EFNA5_EPHB2","EFNA5","EPHB2"
"1329","EFNA5_EPHA6","EFNA5","EPHA6"
"1330","EFNA5_EPHA2","EFNA5","EPHA2"
"1331","NXPH3_NRXN1","NXPH3","NRXN1"
"1332","NXPH3_NRXN3","NXPH3","NRXN3"
"1333","SERPINA7_SLC16A2","SERPINA7","SLC16A2"
"1334","NPW_NPBWR2","NPW","NPBWR2"
"1335","NPW_GRM7","NPW","GRM7"
"1336","NPW_NPBWR1","NPW","NPBWR1"
"1337","CTHRC1_FZD5","CTHRC1","FZD5"
"1338","CTHRC1_FZD6","CTHRC1","FZD6"
"1339","CTHRC1_FZD3","CTHRC1","FZD3"
"1340","CNTN2_CNTNAP2","CNTN2","CNTNAP2"
"1341","CNTN2_CNTN1","CNTN2","CNTN1"
"1342","CNTN2_NRCAM","CNTN2","NRCAM"
"1343","BCAN_NRCAM","BCAN","NRCAM"
"1344","GAST_CCKBR","GAST","CCKBR"
"1345","FBLN1_ITGB1","FBLN1","ITGB1"
"1346","CALCA_ADCYAP1R1","CALCA","ADCYAP1R1"
"1347","CALCA_CALCRL","CALCA","CALCRL"
"1348","CALCA_GPR84","CALCA","GPR84"
"1349","CALCA_CALCR","CALCA","CALCR"
"1350","CALCA_GPR20","CALCA","GPR20"
"1351","CALCA_ADRB3","CALCA","ADRB3"
"1352","CALCA_TSHR","CALCA","TSHR"
"1353","COL4A5_CD47","COL4A5","CD47"
"1354","COL4A5_ITGB1","COL4A5","ITGB1"
"1355","SLIT3_ROBO2","SLIT3","ROBO2"
"1356","SLIT3_ROBO1","SLIT3","ROBO1"
"1357","PMCH_GRM7","PMCH","GRM7"
"1358","COL7A1_ITGB1","COL7A1","ITGB1"
"1359","NPB_NPBWR2","NPB","NPBWR2"
"1360","NPB_GRM7","NPB","GRM7"
"1361","GH2_GHR","GH2","GHR"
"1362","BTLA_VTCN1","BTLA","VTCN1"
"1363","BTLA_TNFRSF14","BTLA","TNFRSF14"
"1364","BTLA_CD247","BTLA","CD247"
"1365","TAC4_TACR2","TAC4","TACR2"
"1366","FGF3_FGFR2","FGF3","FGFR2"
"1367","FGF3_FGFR1","FGF3","FGFR1"
"1368","FGF3_FGFR3","FGF3","FGFR3"
"1369","GHRL_PTGER3","GHRL","PTGER3"
"1370","GHRL_TBXA2R","GHRL","TBXA2R"
"1371","HSP90AA1_ITGB3","HSP90AA1","ITGB3"
"1372","HSP90AA1_FGFR3","HSP90AA1","FGFR3"
"1373","FGG_ITGB1","FGG","ITGB1"
"1374","FGG_ITGB3","FGG","ITGB3"
"1375","FGG_ITGB2","FGG","ITGB2"
"1376","FGG_TLR4","FGG","TLR4"
"1377","CXCL14_CXCR4","CXCL14","CXCR4"
"1378","EDN3_EDNRB","EDN3","EDNRB"
"1379","EDN3_KEL","EDN3","KEL"
"1380","RTN4_TNFRSF19","RTN4","TNFRSF19"
"1381","RTN4_GJB2","RTN4","GJB2"
"1382","RTN4_LINGO1","RTN4","LINGO1"
"1383","C1QTNF1_AVPR2","C1QTNF1","AVPR2"
"1384","DMP1_PHEX","DMP1","PHEX"
"1385","DMP1_ITGB3","DMP1","ITGB3"
"1386","NTN4_DCC","NTN4","DCC"
"1387","WNT7B_FZD4","WNT7B","FZD4"
"1388","WNT7B_TMED5","WNT7B","TMED5"
"1389","PTN_SDC1","PTN","SDC1"
"1390","PTN_SDC3","PTN","SDC3"
"1391","PTN_PTPRZ1","PTN","PTPRZ1"
"1392","PTN_PTPRS","PTN","PTPRS"
"1393","PTN_ALK","PTN","ALK"
"1394","NCR3LG1_NCR3","NCR3LG1","NCR3"
"1395","COL9A3_ITGB1","COL9A3","ITGB1"
"1396","COL9A3_MAG","COL9A3","MAG"
"1397","SLPI_PLSCR4","SLPI","PLSCR4"
"1398","ICAM4_ITGAM","ICAM4","ITGAM"
"1399","ICAM4_ITGAL","ICAM4","ITGAL"
"1400","ICAM4_ITGA4","ICAM4","ITGA4"
"1401","ICAM4_ITGB3","ICAM4","ITGB3"
"1402","ICAM4_ITGB2","ICAM4","ITGB2"
"1403","ICAM4_ITGB1","ICAM4","ITGB1"
"1404","ICAM4_RHAG","ICAM4","RHAG"
"1405","TNFSF13_TNFRSF14","TNFSF13","TNFRSF14"
"1406","TNFSF13_FAS","TNFSF13","FAS"
"1407","HMGB1_SDC1","HMGB1","SDC1"
"1408","HMGB1_TLR9","HMGB1","TLR9"
"1409","HMGB1_THBD","HMGB1","THBD"
"1410","HMGB1_TLR4","HMGB1","TLR4"
"1411","HMGB1_CXCR4","HMGB1","CXCR4"
"1412","HMGB1_AGER","HMGB1","AGER"
"1413","HMGB1_CD163","HMGB1","CD163"
"1414","FYN_SPN","FYN","SPN"
"1415","FN1_ITGA4","FN1","ITGA4"
"1416","FN1_ITGB3","FN1","ITGB3"
"1417","FN1_C5AR1","FN1","C5AR1"
"1418","FN1_ITGA6","FN1","ITGA6"
"1419","FN1_ITGA8","FN1","ITGA8"
"1420","FN1_DPP4","FN1","DPP4"
"1421","FN1_CD44","FN1","CD44"
"1422","FN1_ITGB1","FN1","ITGB1"
"1423","FN1_TMPRSS6","FN1","TMPRSS6"
"1424","FN1_COL13A1","FN1","COL13A1"
"1425","FN1_TSHR","FN1","TSHR"
"1426","FN1_MAG","FN1","MAG"
"1427","COL18A1_ITGB1","COL18A1","ITGB1"
"1428","COL18A1_ITGB3","COL18A1","ITGB3"
"1429","COL18A1_GPC4","COL18A1","GPC4"
"1430","HP_ITGAM","HP","ITGAM"
"1431","HP_ITGB2","HP","ITGB2"
"1432","HP_TLR4","HP","TLR4"
"1433","HP_CD163","HP","CD163"
"1434","RSPO1_LGR6","RSPO1","LGR6"
"1435","RSPO1_LGR4","RSPO1","LGR4"
"1436","RSPO1_ZNRF3","RSPO1","ZNRF3"
"1437","RSPO1_FZD8","RSPO1","FZD8"
"1438","RSPO3_LGR6","RSPO3","LGR6"
"1439","RSPO3_LGR4","RSPO3","LGR4"
"1440","RSPO3_SDC4","RSPO3","SDC4"
"1441","RSPO3_FZD8","RSPO3","FZD8"
"1442","ADAM15_ITGB1","ADAM15","ITGB1"
"1443","ADAM15_ITGB3","ADAM15","ITGB3"
"1444","CALM1_KCNQ3","CALM1","KCNQ3"
"1445","CALM1_GRM3","CALM1","GRM3"
"1446","CALM1_CALCR","CALM1","CALCR"
"1447","CALM1_GRM4","CALM1","GRM4"
"1448","CALM1_CRHR1","CALM1","CRHR1"
"1449","CALM1_GRM7","CALM1","GRM7"
"1450","CALM1_MYLK","CALM1","MYLK"
"1451","CALM1_PDE1A","CALM1","PDE1A"
"1452","CALM1_HMMR","CALM1","HMMR"
"1453","CALM1_ADCYAP1R1","CALM1","ADCYAP1R1"
"1454","CALM1_OPRM1","CALM1","OPRM1"
"1455","CALM1_RYR2","CALM1","RYR2"
"1456","CALM1_GLP1R","CALM1","GLP1R"
"1457","CALM1_PDE1C","CALM1","PDE1C"
"1458","CALM1_TRPC3","CALM1","TRPC3"
"1459","CALM1_SCN10A","CALM1","SCN10A"
"1460","CALM1_AQP6","CALM1","AQP6"
"1461","CALM1_PTPRA","CALM1","PTPRA"
"1462","CALM1_MYLK2","CALM1","MYLK2"
"1463","CALM1_SCN4A","CALM1","SCN4A"
"1464","COL9A1_ITGB1","COL9A1","ITGB1"
"1465","COL9A1_MAG","COL9A1","MAG"
"1466","GIP_ADCYAP1R1","GIP","ADCYAP1R1"
"1467","GIP_GIPR","GIP","GIPR"
"1468","GIP_DPP4","GIP","DPP4"
"1469","GIP_TSHR","GIP","TSHR"
"1470","GIP_GPR20","GIP","GPR20"
"1471","GIP_GPR84","GIP","GPR84"
"1472","APOA4_LDLR","APOA4","LDLR"
"1473","SEMA4F_NRP2","SEMA4F","NRP2"
"1474","GAD1_GRM4","GAD1","GRM4"
"1475","ITIH2_FCER1A","ITIH2","FCER1A"
"1476","ALKAL1_ALK","ALKAL1","ALK"
"1477","NLGN3_NRXN1","NLGN3","NRXN1"
"1478","NLGN3_NRXN3","NLGN3","NRXN3"
"1479","CCL20_CXCR3","CCL20","CXCR3"
"1480","CCL20_CCR6","CCL20","CCR6"
"1481","FGF17_FGFR2","FGF17","FGFR2"
"1482","FGF17_FGFR1","FGF17","FGFR1"
"1483","PYY_NPY5R","PYY","NPY5R"
"1484","PYY_DPP4","PYY","DPP4"
"1485","PYY_NPY1R","PYY","NPY1R"
"1486","PYY_NPY4R","PYY","NPY4R"
"1487","F8_LDLR","F8","LDLR"
"1488","COL4A2_ITGB3","COL4A2","ITGB3"
"1489","LAMC3_ITGA6","LAMC3","ITGA6"
"1490","LAMC3_ITGB1","LAMC3","ITGB1"
"1491","CCL28_ACKR2","CCL28","ACKR2"
"1492","CCL28_CCR3","CCL28","CCR3"
"1493","CXCL9_CXCR3","CXCL9","CXCR3"
"1494","CXCL9_CCR3","CXCL9","CCR3"
"1495","COL6A1_ITGB1","COL6A1","ITGB1"
"1496","COL6A1_ITGA6","COL6A1","ITGA6"
"1497","TGM2_ITGA4","TGM2","ITGA4"
"1498","TGM2_ITGB1","TGM2","ITGB1"
"1499","TGM2_ITGB3","TGM2","ITGB3"
"1500","TGM2_SDC4","TGM2","SDC4"
"1501","TGM2_TBXA2R","TGM2","TBXA2R"
"1502","TGM2_ADGRG1","TGM2","ADGRG1"
"1503","CNTF_CNTFR","CNTF","CNTFR"
"1504","CNTF_IL6R","CNTF","IL6R"
"1505","CNTF_IL6ST","CNTF","IL6ST"
"1506","AGT_AGTR1","AGT","AGTR1"
"1507","AGT_AGTR2","AGT","AGTR2"
"1508","DLL1_NOTCH4","DLL1","NOTCH4"
"1509","THBS2_ITGA4","THBS2","ITGA4"
"1510","THBS2_ITGB1","THBS2","ITGB1"
"1511","THBS2_ITGB3","THBS2","ITGB3"
"1512","THBS2_NOTCH4","THBS2","NOTCH4"
"1513","THBS2_ITGA6","THBS2","ITGA6"
"1514","THBS2_CD36","THBS2","CD36"
"1515","LEFTY2_ACVR1B","LEFTY2","ACVR1B"
"1516","TGFB2_ENG","TGFB2","ENG"
"1517","TGFB2_TGFBR1","TGFB2","TGFBR1"
"1518","C4BPA_BMPR2","C4BPA","BMPR2"
"1519","C4BPA_CD40","C4BPA","CD40"
"1520","VIP_ADCYAP1R1","VIP","ADCYAP1R1"
"1521","VIP_GPR84","VIP","GPR84"
"1522","VIP_GPR20","VIP","GPR20"
"1523","VIP_TSHR","VIP","TSHR"
"1524","CFH_ITGAM","CFH","ITGAM"
"1525","PTGS2_ALOX5","PTGS2","ALOX5"
"1526","FASLG_TNFRSF6B","FASLG","TNFRSF6B"
"1527","XCL1_ADGRV1","XCL1","ADGRV1"
"1528","CCN2_ITGAM","CCN2","ITGAM"
"1529","CCN2_NTRK1","CCN2","NTRK1"
"1530","CCN2_ITGB2","CCN2","ITGB2"
"1531","APOA2_LDLR","APOA2","LDLR"
"1532","SEMA4A_PLXNB2","SEMA4A","PLXNB2"
"1533","SEMA4A_PLXNB3","SEMA4A","PLXNB3"
"1534","EFNA1_EPHB6","EFNA1","EPHB6"
"1535","EFNA1_EPHA7","EFNA1","EPHA7"
"1536","EFNA1_EPHA10","EFNA1","EPHA10"
"1537","EFNA1_EPHA5","EFNA1","EPHA5"
"1538","EFNA1_EPHB1","EFNA1","EPHB1"
"1539","EFNA1_EPHA6","EFNA1","EPHA6"
"1540","EFNA3_EPHB6","EFNA3","EPHB6"
"1541","EFNA3_EPHA7","EFNA3","EPHA7"
"1542","EFNA3_EPHA10","EFNA3","EPHA10"
"1543","EFNA3_EPHA5","EFNA3","EPHA5"
"1544","EFNA3_EPHB1","EFNA3","EPHB1"
"1545","EFNA3_EPHA6","EFNA3","EPHA6"
"1546","ADAM12_ITGB1","ADAM12","ITGB1"
"1547","ADAM12_SDC4","ADAM12","SDC4"
"1548","S100A8_ITGB2","S100A8","ITGB2"
"1549","S100A8_TLR4","S100A8","TLR4"
"1550","S100A8_CD36","S100A8","CD36"
"1551","S100A8_AGER","S100A8","AGER"
"1552","S100A12_TLR4","S100A12","TLR4"
"1553","S100A12_CD36","S100A12","CD36"
"1554","S100A9_ITGB2","S100A9","ITGB2"
"1555","S100A9_TLR4","S100A9","TLR4"
"1556","S100A9_CD36","S100A9","CD36"
"1557","S100A9_AGER","S100A9","AGER"
"1558","NGF_NTRK1","NGF","NTRK1"
"1559","NGF_SORCS2","NGF","SORCS2"
"1560","NGF_TRPV1","NGF","TRPV1"
"1561","NGF_MAGED1","NGF","MAGED1"
"1562","NGF_BEX3","NGF","BEX3"
"1563","NGF_SORCS3","NGF","SORCS3"
"1564","WNT2B_FZD4","WNT2B","FZD4"
"1565","L1CAM_FGFR2","L1CAM","FGFR2"
"1566","L1CAM_EPHB2","L1CAM","EPHB2"
"1567","L1CAM_CNTN1","L1CAM","CNTN1"
"1568","COL11A1_ITGB1","COL11A1","ITGB1"
"1569","COL11A1_DDR1","COL11A1","DDR1"
"1570","CD40LG_ITGAM","CD40LG","ITGAM"
"1571","CD40LG_CD40","CD40LG","CD40"
"1572","CD40LG_ITGB2","CD40LG","ITGB2"
"1573","CD40LG_TRAF3","CD40LG","TRAF3"
"1574","BMP5_BMPR2","BMP5","BMPR2"
"1575","BMP5_BMPR1A","BMP5","BMPR1A"
"1576","BMP5_BMPR1B","BMP5","BMPR1B"
"1577","ITGB3BP_ITGB3","ITGB3BP","ITGB3"
"1578","GNAS_CRHR1","GNAS","CRHR1"
"1579","GNAS_GLP1R","GNAS","GLP1R"
"1580","GNAS_GCGR","GNAS","GCGR"
"1581","GNAS_ADCY7","GNAS","ADCY7"
"1582","GNAS_TSHR","GNAS","TSHR"
"1583","ANGPTL3_ITGB3","ANGPTL3","ITGB3"
"1584","RBP4_STRA6","RBP4","STRA6"
"1585","COL5A1_ITGB1","COL5A1","ITGB1"
"1586","CEL_CXCR4","CEL","CXCR4"
"1587","SFTPD_SIRPA","SFTPD","SIRPA"
"1588","SFTPD_TLR4","SFTPD","TLR4"
"1589","MMP9_ITGAM","MMP9","ITGAM"
"1590","MMP9_RECK","MMP9","RECK"
"1591","MMP9_CD44","MMP9","CD44"
"1592","MMP9_ITGB2","MMP9","ITGB2"
"1593","MMP9_EPHB2","MMP9","EPHB2"
"1594","EDN2_EDNRB","EDN2","EDNRB"
"1595","SPTAN1_PTPRA","SPTAN1","PTPRA"
"1596","COL9A2_ITGB1","COL9A2","ITGB1"
"1597","COL9A2_MAG","COL9A2","MAG"
"1598","PLAU_ITGAM","PLAU","ITGAM"
"1599","PLAU_VLDLR","PLAU","VLDLR"
"1600","PLAU_ITGB1","PLAU","ITGB1"
"1601","PLAU_ITGB2","PLAU","ITGB2"
"1602","BMP8B_BMPR2","BMP8B","BMPR2"
"1603","BMP8B_BMPR1B","BMP8B","BMPR1B"
"1604","ANGPTL2_LILRB2","ANGPTL2","LILRB2"
"1605","GHRH_ADCYAP1R1","GHRH","ADCYAP1R1"
"1606","GHRH_GPR20","GHRH","GPR20"
"1607","GHRH_TSHR","GHRH","TSHR"
"1608","GHRH_GPR84","GHRH","GPR84"
"1609","COL16A1_ITGB1","COL16A1","ITGB1"
"1610","TNFSF15_TNFRSF25","TNFSF15","TNFRSF25"
"1611","GDF5_ROR2","GDF5","ROR2"
"1612","GDF5_BMPR2","GDF5","BMPR2"
"1613","GDF5_BMPR1B","GDF5","BMPR1B"
"1614","EDA_EDA2R","EDA","EDA2R"
"1615","HSPG2_SDC1","HSPG2","SDC1"
"1616","HSPG2_ITGB1","HSPG2","ITGB1"
"1617","HSPG2_COL13A1","HSPG2","COL13A1"
"1618","HSPG2_FGFR1","HSPG2","FGFR1"
"1619","COL5A2_ITGB1","COL5A2","ITGB1"
"1620","COL5A2_DDR1","COL5A2","DDR1"
"1621","F10_ITGAM","F10","ITGAM"
"1622","F10_ITGB2","F10","ITGB2"
"1623","SYK_LAT","SYK","LAT"
"1624","COL4A1_ITGB1","COL4A1","ITGB1"
"1625","FGF14_FGFR2","FGF14","FGFR2"
"1626","FGF14_FGFR1","FGF14","FGFR1"
"1627","HLA-C_LILRB2","HLA-C","LILRB2"
"1628","HLA-C_CD3G","HLA-C","CD3G"
"1629","HLA-C_KIR3DL1","HLA-C","KIR3DL1"
"1630","HLA-E_KLRC2","HLA-E","KLRC2"
"1631","HLA-E_KLRD1","HLA-E","KLRD1"
"1632","HLA-E_KIR3DL1","HLA-E","KIR3DL1"
"1633","HLA-E_KLRC1","HLA-E","KLRC1"
"1634","ANXA1_FPR2","ANXA1","FPR2"
"1635","ANXA1_FPR1","ANXA1","FPR1"
"1636","ANXA1_DYSF","ANXA1","DYSF"
"1637","IL31_IL31RA","IL31","IL31RA"
"1638","CORT_SSTR3","CORT","SSTR3"
"1639","ACTR2_LDLR","ACTR2","LDLR"
"1640","NDP_FZD4","NDP","FZD4"
"1641","NDP_LGR4","NDP","LGR4"
"1642","CCL7_CCR3","CCL7","CCR3"
"1643","CCL7_ACKR2","CCL7","ACKR2"
"1644","GDF9_BMPR1B","GDF9","BMPR1B"
"1645","BMP2_BMPR1B","BMP2","BMPR1B"
"1646","AGRN_ITGB1","AGRN","ITGB1"
"1647","AGRN_ATP1A3","AGRN","ATP1A3"
"1648","INSL3_ADCYAP1R1","INSL3","ADCYAP1R1"
"1649","INSL3_TSHR","INSL3","TSHR"
"1650","INSL3_GPR84","INSL3","GPR84"
"1651","INSL3_RXFP1","INSL3","RXFP1"
"1652","AVP_ADCYAP1R1","AVP","ADCYAP1R1"
"1653","AVP_LDLR","AVP","LDLR"
"1654","AVP_GPR84","AVP","GPR84"
"1655","AVP_TSHR","AVP","TSHR"
"1656","UCN3_CRHR1","UCN3","CRHR1"
"1657","SHBG_CLDN4","SHBG","CLDN4"
"1658","COL2A1_ITGB1","COL2A1","ITGB1"
"1659","COL2A1_MAG","COL2A1","MAG"
"1660","COL2A1_DDR1","COL2A1","DDR1"
"1661","RLN2_ADCYAP1R1","RLN2","ADCYAP1R1"
"1662","RLN2_TSHR","RLN2","TSHR"
"1663","RLN2_GPR84","RLN2","GPR84"
"1664","RLN2_RXFP1","RLN2","RXFP1"
"1665","ZG16B_TLR5","ZG16B","TLR5"
"1666","ZG16B_CXCR4","ZG16B","CXCR4"
"1667","FGF9_FGFR2","FGF9","FGFR2"
"1668","FGF9_FGFR1","FGF9","FGFR1"
"1669","SEMA5A_PLXNB3","SEMA5A","PLXNB3"
"1670","RPH3A_NRXN1","RPH3A","NRXN1"
"1671","LAMA1_ITGA6","LAMA1","ITGA6"
"1672","LAMA1_ITGA7","LAMA1","ITGA7"
"1673","LAMA1_ITGB1","LAMA1","ITGB1"
"1674","CCL25_ACKR2","CCL25","ACKR2"
"1675","LAMB3_CD151","LAMB3","CD151"
"1676","LAMB3_ITGB1","LAMB3","ITGB1"
"1677","LAMB3_ITGA6","LAMB3","ITGA6"
"1678","AFDN_EPHB6","AFDN","EPHB6"
"1679","AFDN_NRXN3","AFDN","NRXN3"
"1680","AFDN_NECTIN3","AFDN","NECTIN3"
"1681","CSH2_PRLR","CSH2","PRLR"
"1682","IL1F10_IL1R1","IL1F10","IL1R1"
"1683","CCL8_CCR3","CCL8","CCR3"
"1684","CCL8_ACKR2","CCL8","ACKR2"
"1685","COL4A6_ITGB1","COL4A6","ITGB1"
"1686","CCL26_CCR3","CCL26","CCR3"
"1687","SPP1_ITGA4","SPP1","ITGA4"
"1688","SPP1_CD44","SPP1","CD44"
"1689","SPP1_ITGB1","SPP1","ITGB1"
"1690","SPP1_ITGB3","SPP1","ITGB3"
"1691","LGALS9_CD44","LGALS9","CD44"
"1692","LGALS9_SLC1A5","LGALS9","SLC1A5"
"1693","ADM2_ADCYAP1R1","ADM2","ADCYAP1R1"
"1694","ADM2_CALCRL","ADM2","CALCRL"
"1695","ADM2_TSHR","ADM2","TSHR"
"1696","ADM2_GPR84","ADM2","GPR84"
"1697","CXCL12_ITGB1","CXCL12","ITGB1"
"1698","CXCL12_CXCR4","CXCL12","CXCR4"
"1699","BMP7_BMPR1B","BMP7","BMPR1B"
"1700","COL4A3_ITGB3","COL4A3","ITGB3"
"1701","COL4A4_ITGB3","COL4A4","ITGB3"
"1702","HLA-A_CD3G","HLA-A","CD3G"
"1703","CNTN4_PTPRG","CNTN4","PTPRG"
"1704","TCTN1_TMEM67","TCTN1","TMEM67"
"1705","PDCD1LG2_PDCD2","PDCD1LG2","PDCD2"
"1706","NPS_ADCYAP1R1","NPS","ADCYAP1R1"
