"","lr_pair","ligand","receptor"
"649","FARP2_PLXNA2","FARP2","PLXNA2"
"650","FARP2_PLXNA4","FARP2","PLXNA4"
"651","LAMC2_ITGA6","LAMC2","ITGA6"
"652","LAMC2_CD151","LAMC2","CD151"
"653","LAMC2_ITGB1","LAMC2","ITGB1"
"654","LAMC2_ITGA2","LAMC2","ITGA2"
"655","LAMC2_COL17A1","LAMC2","COL17A1"
"656","NID1_ITGB1","NID1","ITGB1"
"657","NID1_ITGB3","NID1","ITGB3"
"658","NID1_COL13A1","NID1","COL13A1"
"659","NID1_PTPRF","NID1","PTPRF"
"660","NMU_ADRA2A","NMU","ADRA2A"
"661","NMU_GRM7","NMU","GRM7"
"662","NMU_NMUR1","NMU","NMUR1"
"663","NMU_MTNR1A","NMU","MTNR1A"
"664","IL21_IL21R","IL21","IL21R"
"665","IL21_IL2RG","IL21","IL2RG"
"666","FGF2_SDC1","FGF2","SDC1"
"667","FGF2_FGFR1","FGF2","FGFR1"
"668","FGF2_FGFR2","FGF2","FGFR2"
"669","FGF2_CD44","FGF2","CD44"
"670","FGF2_SDC3","FGF2","SDC3"
"671","FGF2_SDC4","FGF2","SDC4"
"672","FGF2_GPC4","FGF2","GPC4"
"673","FGF2_SDC2","FGF2","SDC2"
"674","FGF2_FGFRL1","FGF2","FGFRL1"
"675","FGF2_FGFR4","FGF2","FGFR4"
"676","FGF2_FGFR3","FGF2","FGFR3"
"677","FGF2_NRP1","FGF2","NRP1"
"678","IL11_IL11RA","IL11","IL11RA"
"679","IL11_IL6ST","IL11","IL6ST"
"680","WNT5A_PTK7","WNT5A","PTK7"
"681","WNT5A_LDLR","WNT5A","LDLR"
"682","WNT5A_LRP5","WNT5A","LRP5"
"683","WNT5A_EPHA7","WNT5A","EPHA7"
"684","WNT5A_FZD5","WNT5A","FZD5"
"685","WNT5A_ROR1","WNT5A","ROR1"
"686","WNT5A_VANGL2","WNT5A","VANGL2"
"687","WNT5A_RYK","WNT5A","RYK"
"688","WNT5A_ROR2","WNT5A","ROR2"
"689","WNT5A_PTPRK","WNT5A","PTPRK"
"690","WNT5A_ADRB2","WNT5A","ADRB2"
"691","WNT5A_FZD1","WNT5A","FZD1"
"692","WNT5A_FZD4","WNT5A","FZD4"
"693","WNT5A_FZD9","WNT5A","FZD9"
"694","WNT5A_FZD7","WNT5A","FZD7"
"695","WNT5A_FZD3","WNT5A","FZD3"
"696","WNT5A_FZD8","WNT5A","FZD8"
"697","WNT5A_FZD2","WNT5A","FZD2"
"698","WNT5A_ANTXR1","WNT5A","ANTXR1"
"699","WNT5A_FZD6","WNT5A","FZD6"
"700","FGF10_FGFR2","FGF10","FGFR2"
"701","FGF10_FGFRL1","FGF10","FGFRL1"
"702","FGF10_FGFR1","FGF10","FGFR1"
"703","ICAM1_ITGAM","ICAM1","ITGAM"
"704","ICAM1_ITGAL","ICAM1","ITGAL"
"705","ICAM1_ITGAX","ICAM1","ITGAX"
"706","ICAM1_MUC1","ICAM1","MUC1"
"707","ICAM1_EGFR","ICAM1","EGFR"
"708","ICAM1_CAV1","ICAM1","CAV1"
"709","ICAM1_IL2RA","ICAM1","IL2RA"
"710","ICAM1_ITGB2","ICAM1","ITGB2"
"711","ICAM1_SPN","ICAM1","SPN"
"712","ICAM1_IL2RG","ICAM1","IL2RG"
"713","OLFM2_ROBO2","OLFM2","ROBO2"
"714","F13A1_ITGA4","F13A1","ITGA4"
"715","F13A1_ITGB1","F13A1","ITGB1"
"716","BST1_CAV1","BST1","CAV1"
"717","KNG1_ITGAM","KNG1","ITGAM"
"718","KNG1_ADRA2A","KNG1","ADRA2A"
"719","KNG1_RXFP4","KNG1","RXFP4"
"720","KNG1_PLAUR","KNG1","PLAUR"
"721","KNG1_MTNR1A","KNG1","MTNR1A"
"722","KNG1_ITGB2","KNG1","ITGB2"
"723","KNG1_SDC2","KNG1","SDC2"
"724","KNG1_GRM7","KNG1","GRM7"
"725","KNG1_BDKRB2","KNG1","BDKRB2"
"726","KNG1_GP1BA","KNG1","GP1BA"
"727","VCAN_ITGA4","VCAN","ITGA4"
"728","VCAN_CD44","VCAN","CD44"
"729","VCAN_EGFR","VCAN","EGFR"
"730","VCAN_ITGB1","VCAN","ITGB1"
"731","VCAN_TLR1","VCAN","TLR1"
"732","TNC_ITGA5","TNC","ITGA5"
"733","TNC_SDC1","TNC","SDC1"
"734","TNC_EGFR","TNC","EGFR"
"735","TNC_ITGB3","TNC","ITGB3"
"736","TNC_ITGB6","TNC","ITGB6"
"737","TNC_PTPRB","TNC","PTPRB"
"738","TNC_ITGA8","TNC","ITGA8"
"739","TNC_ITGA7","TNC","ITGA7"
"740","TNC_ITGB1","TNC","ITGB1"
"741","TNC_SDC4","TNC","SDC4"
"742","TNC_CNTN1","TNC","CNTN1"
"743","TNC_ITGA2","TNC","ITGA2"
"744","EGF_EGFR","EGF","EGFR"
"745","EGF_LDLR","EGF","LDLR"
"746","EGF_FSHR","EGF","FSHR"
"747","EGF_ERBB3","EGF","ERBB3"
"748","EGF_ADRB2","EGF","ADRB2"
"749","EGF_CAV1","EGF","CAV1"
"750","EGF_RHBDL2","EGF","RHBDL2"
"751","EGF_ERBB2","EGF","ERBB2"
"752","EGF_ERBB4","EGF","ERBB4"
"753","EGF_NRP1","EGF","NRP1"
"754","EGF_AXL","EGF","AXL"
"755","SEMA3C_PLXND1","SEMA3C","PLXND1"
"756","SEMA3C_NRP1","SEMA3C","NRP1"
"757","SEMA3C_NRP2","SEMA3C","NRP2"
"758","SEMA3A_PLXNA4","SEMA3A","PLXNA4"
"759","SEMA3A_PLXNA3","SEMA3A","PLXNA3"
"760","SEMA3A_PLXNA1","SEMA3A","PLXNA1"
"761","SEMA3A_NRP1","SEMA3A","NRP1"
"762","SEMA3A_PLXNA2","SEMA3A","PLXNA2"
"763","SEMA3A_NRP2","SEMA3A","NRP2"
"764","WNT2_FZD1","WNT2","FZD1"
"765","WNT2_FZD4","WNT2","FZD4"
"766","WNT2_FZD9","WNT2","FZD9"
"767","WNT2_FZD7","WNT2","FZD7"
"768","WNT2_FZD3","WNT2","FZD3"
"769","WNT2_FZD8","WNT2","FZD8"
"770","WNT2_FZD5","WNT2","FZD5"
"771","WNT2_FZD2","WNT2","FZD2"
"772","NPTX2_NPTXR","NPTX2","NPTXR"
"773","GAL_ADRA2A","GAL","ADRA2A"
"774","GAL_MTNR1A","GAL","MTNR1A"
"775","GAL_GALR2","GAL","GALR2"
"776","GAL_GRM7","GAL","GRM7"
"777","GAL_GPR151","GAL","GPR151"
"778","GAL_GALR1","GAL","GALR1"
"779","ADAM2_ITGB1","ADAM2","ITGB1"
"780","ADAM2_CD9","ADAM2","CD9"
"781","ADAM2_ITGA6","ADAM2","ITGA6"
"782","ADAM2_ITGB7","ADAM2","ITGB7"
"783","ADAM28_ITGA4","ADAM28","ITGA4"
"784","SLIT1_ROBO1","SLIT1","ROBO1"
"785","SLIT1_FLRT3","SLIT1","FLRT3"
"786","TIMP3_CD44","TIMP3","CD44"
"787","TIMP3_MET","TIMP3","MET"
"788","TIMP3_AGTR2","TIMP3","AGTR2"
"789","INHBE_ACVR2B","INHBE","ACVR2B"
"790","LUM_ITGB1","LUM","ITGB1"
"791","DHH_PTCH1","DHH","PTCH1"
"792","DHH_HHIP","DHH","HHIP"
"793","DHH_BOC","DHH","BOC"
"794","DHH_CDON","DHH","CDON"
"795","DHH_PTCH2","DHH","PTCH2"
"796","NPFF_NPFFR1","NPFF","NPFFR1"
"797","NPFF_NPFFR2","NPFF","NPFFR2"
"798","FGF7_FGFR2","FGF7","FGFR2"
"799","FGF7_FGFR4","FGF7","FGFR4"
"800","FGF7_FGFR1","FGF7","FGFR1"
"801","FGF7_FGFR3","FGF7","FGFR3"
"802","HDC_HRH1","HDC","HRH1"
"803","HDC_HRH2","HDC","HRH2"
"804","HDC_HRH3","HDC","HRH3"
"805","MFGE8_ITGB3","MFGE8","ITGB3"
"806","IGFBP4_FZD8","IGFBP4","FZD8"
"807","PTH2_PTH1R","PTH2","PTH1R"
"808","PTH2_ADCYAP1R1","PTH2","ADCYAP1R1"
"809","PTH2_TSHR","PTH2","TSHR"
"810","PTH2_GPR20","PTH2","GPR20"
"811","PTH2_GPR84","PTH2","GPR84"
"812","PTH2_ADRB2","PTH2","ADRB2"
"813","PTH2_ADRB3","PTH2","ADRB3"
"814","PTH2_VIPR1","PTH2","VIPR1"
"815","PTH2_PTH2R","PTH2","PTH2R"
"816","PROK1_PROKR1","PROK1","PROKR1"
"817","CGN_F11R","CGN","F11R"
"818","CGN_TGFBR2","CGN","TGFBR2"
"819","CGN_OCLN","CGN","OCLN"
"820","CGN_TGFBR1","CGN","TGFBR1"
"821","LEFTY1_ACVR2B","LEFTY1","ACVR2B"
"822","LEFTY1_ACVR1B","LEFTY1","ACVR1B"
"823","REN_ATP6AP2","REN","ATP6AP2"
"824","GDF7_BMPR2","GDF7","BMPR2"
"825","GDF7_BMPR1A","GDF7","BMPR1A"
"826","CALM2_KCNQ3","CALM2","KCNQ3"
"827","CALM2_EGFR","CALM2","EGFR"
"828","CALM2_KCNQ5","CALM2","KCNQ5"
"829","CALM2_GRM7","CALM2","GRM7"
"830","CALM2_MYLK","CALM2","MYLK"
"831","CALM2_PDE1A","CALM2","PDE1A"
"832","CALM2_INSR","CALM2","INSR"
"833","CALM2_ADCY8","CALM2","ADCY8"
"834","CALM2_PDE1C","CALM2","PDE1C"
"835","CALM2_GP6","CALM2","GP6"
"836","CALM2_SCN10A","CALM2","SCN10A"
"837","CALM2_PLPP6","CALM2","PLPP6"
"838","CALM2_AQP6","CALM2","AQP6"
"839","CALM2_GRM5","CALM2","GRM5"
"840","CALM2_MYLK2","CALM2","MYLK2"
"841","CALM2_AQP1","CALM2","AQP1"
"842","CALM2_SCN4A","CALM2","SCN4A"
"843","NXPH2_NRXN1","NXPH2","NRXN1"
"844","LRIG1_EGFR","LRIG1","EGFR"
"845","LRIG1_MET","LRIG1","MET"
"846","UCN2_IL10RB","UCN2","IL10RB"
"847","UCN2_CRHR2","UCN2","CRHR2"
"848","UCN2_CRHR1","UCN2","CRHR1"
"849","SFRP2_FZD5","SFRP2","FZD5"
"850","MEGF10_ABCA1","MEGF10","ABCA1"
"851","IL9_IL2RG","IL9","IL2RG"
"852","FGF18_FGFR2","FGF18","FGFR2"
"853","FGF18_FGFR4","FGF18","FGFR4"
"854","FGF18_FGFR1","FGF18","FGFR1"
"855","FGF18_FGFR3","FGF18","FGFR3"
"856","CRH_ADCYAP1R1","CRH","ADCYAP1R1"
"857","CRH_ADRB2","CRH","ADRB2"
"858","CRH_CRHR2","CRH","CRHR2"
"859","CRH_GPR84","CRH","GPR84"
"860","CRH_PTH1R","CRH","PTH1R"
"861","CRH_VIPR1","CRH","VIPR1"
"862","CRH_GPR20","CRH","GPR20"
"863","CRH_MC2R","CRH","MC2R"
"864","CRH_CRHR1","CRH","CRHR1"
"865","CRH_ADRB3","CRH","ADRB3"
"866","CRH_TSHR","CRH","TSHR"
"867","RSPO2_LGR6","RSPO2","LGR6"
"868","RSPO2_LGR4","RSPO2","LGR4"
"869","RSPO2_ZNRF3","RSPO2","ZNRF3"
"870","IFNA1_IFNAR2","IFNA1","IFNAR2"
"871","IFNA1_CR2","IFNA1","CR2"
"872","LIN7C_ABCA1","LIN7C","ABCA1"
"873","LIN7C_KCNJ4","LIN7C","KCNJ4"
"874","SERPING1_SELE","SERPING1","SELE"
"875","GPHA2_EPHA6","GPHA2","EPHA6"
"876","GPHA2_TSHR","GPHA2","TSHR"
"877","CTF1_IL6ST","CTF1","IL6ST"
"878","IL18_CD48","IL18","CD48"
"879","IL18_IL18R1","IL18","IL18R1"
"880","IL18_IL1RAPL1","IL18","IL1RAPL1"
"881","IL18_IL18BP","IL18","IL18BP"
"882","QDPR_DYSF","QDPR","DYSF"
"883","PIGF_FLT1","PIGF","FLT1"
"884","TNFSF4_TNFRSF4","TNFSF4","TNFRSF4"
"885","PTH_ADCYAP1R1","PTH","ADCYAP1R1"
"886","PTH_ADRB2","PTH","ADRB2"
"887","PTH_GPR84","PTH","GPR84"
"888","PTH_PTH1R","PTH","PTH1R"
"889","PTH_VIPR1","PTH","VIPR1"
"890","PTH_GPR20","PTH","GPR20"
"891","PTH_ADRB3","PTH","ADRB3"
"892","PTH_TSHR","PTH","TSHR"
"893","BMP3_ACVR2B","BMP3","ACVR2B"
"894","BMP3_BMPR2","BMP3","BMPR2"
"895","BMP3_BMPR1A","BMP3","BMPR1A"
"896","BMP3_BMPR1B","BMP3","BMPR1B"
"897","BMP6_HJV","BMP6","HJV"
"898","BMP6_BMPR2","BMP6","BMPR2"
"899","BMP6_BMPR1A","BMP6","BMPR1A"
"900","BMP6_BMPR1B","BMP6","BMPR1B"
"901","SEMA3D_PLXND1","SEMA3D","PLXND1"
"902","WNT3A_LRP5","WNT3A","LRP5"
"903","WNT3A_FZD5","WNT3A","FZD5"
"904","WNT3A_ROR1","WNT3A","ROR1"
"905","WNT3A_ATP6AP2","WNT3A","ATP6AP2"
"906","WNT3A_APCDD1","WNT3A","APCDD1"
"907","WNT3A_RYK","WNT3A","RYK"
"908","WNT3A_FZD1","WNT3A","FZD1"
"909","WNT3A_FZD7","WNT3A","FZD7"
"910","WNT3A_FZD3","WNT3A","FZD3"
"911","WNT3A_FZD8","WNT3A","FZD8"
"912","WNT3A_FZD2","WNT3A","FZD2"
"913","WNT3A_FZD6","WNT3A","FZD6"
"914","APP_VLDLR","APP","VLDLR"
"915","APP_MTNR1A","APP","MTNR1A"
"916","APP_FPR2","APP","FPR2"
"917","APP_GRM7","APP","GRM7"
"918","APP_LRP10","APP","LRP10"
"919","APP_PLD1","APP","PLD1"
"920","APP_TSPAN15","APP","TSPAN15"
"921","APP_DCC","APP","DCC"
"922","APP_CAV1","APP","CAV1"
"923","APP_RPSA","APP","RPSA"
"924","APP_TNFRSF21","APP","TNFRSF21"
"925","APP_NCSTN","APP","NCSTN"
"926","APP_AGER","APP","AGER"
"927","WNT7A_LDLR","WNT7A","LDLR"
"928","WNT7A_RECK","WNT7A","RECK"
"929","WNT7A_FZD9","WNT7A","FZD9"
"930","WNT7A_FZD5","WNT7A","FZD5"
"931","DKK2_KREMEN2","DKK2","KREMEN2"
"932","WIF1_RYK","WIF1","RYK"
"933","ADAMTS3_CCBE1","ADAMTS3","CCBE1"
"934","CXCL13_CCR10","CXCL13","CCR10"
"935","CXCL13_CXCR3","CXCL13","CXCR3"
"936","CXCL13_GRM7","CXCL13","GRM7"
"937","CXCL13_CXCR5","CXCL13","CXCR5"
"938","CXCL13_MTNR1A","CXCL13","MTNR1A"
"939","GDF6_BMPR2","GDF6","BMPR2"
"940","GDF6_BMPR1A","GDF6","BMPR1A"
"941","GDF6_BMPR1B","GDF6","BMPR1B"
"942","NODAL_ACVR2B","NODAL","ACVR2B"
"943","NODAL_SMAD3","NODAL","SMAD3"
"944","NODAL_ACVR1B","NODAL","ACVR1B"
"945","SST_SSTR5","SST","SSTR5"
"946","SST_SSTR2","SST","SSTR2"
"947","SST_MTNR1A","SST","MTNR1A"
"948","SST_SSTR3","SST","SSTR3"
"949","SST_GRM7","SST","GRM7"
"950","WNT4_FZD8","WNT4","FZD8"
"951","WNT4_FZD2","WNT4","FZD2"
"952","WNT4_FZD6","WNT4","FZD6"
"953","ACE_BDKRB2","ACE","BDKRB2"
"954","ACE_AGTR2","ACE","AGTR2"
"955","AGRP_MC4R","AGRP","MC4R"
"956","AGRP_MC5R","AGRP","MC5R"
"957","AGRP_SDC3","AGRP","SDC3"
"958","PIP_AQP5","PIP","AQP5"
"959","CALM3_KCNQ3","CALM3","KCNQ3"
"960","CALM3_KCNQ5","CALM3","KCNQ5"
"961","CALM3_ESR1","CALM3","ESR1"
"962","CALM3_GRM7","CALM3","GRM7"
"963","CALM3_MYLK","CALM3","MYLK"
"964","CALM3_PDE1A","CALM3","PDE1A"
"965","CALM3_INSR","CALM3","INSR"
"966","CALM3_RYR2","CALM3","RYR2"
"967","CALM3_PDE1C","CALM3","PDE1C"
"968","CALM3_GP6","CALM3","GP6"
"969","CALM3_SCN10A","CALM3","SCN10A"
"970","CALM3_AQP6","CALM3","AQP6"
"971","CALM3_GRM5","CALM3","GRM5"
"972","CALM3_MYLK2","CALM3","MYLK2"
"973","CALM3_AR","CALM3","AR"
"974","CALM3_AQP1","CALM3","AQP1"
"975","CALM3_SCN4A","CALM3","SCN4A"
"976","TFF2_MUC6","TFF2","MUC6"
"977","TFF1_MUC5AC","TFF1","MUC5AC"
"978","S100B_ALCAM","S100B","ALCAM"
"979","S100B_AGER","S100B","AGER"
"980","S100A1_TRPM3","S100A1","TRPM3"
"981","S100A1_RYR2","S100A1","RYR2"
"982","S100A1_RYR1","S100A1","RYR1"
"983","S100A1_TLR4","S100A1","TLR4"
"984","S100A1_AGER","S100A1","AGER"
"985","SCGB3A1_MARCO","SCGB3A1","MARCO"
"986","HCRT_HCRTR1","HCRT","HCRTR1"
"987","HCRT_NPFFR2","HCRT","NPFFR2"
"988","HCRT_HCRTR2","HCRT","HCRTR2"
"989","SHANK1_ADGRB2","SHANK1","ADGRB2"
"990","SHANK1_ABCA1","SHANK1","ABCA1"
"991","SHANK1_SSTR2","SHANK1","SSTR2"
"992","SHANK1_ADGRL2","SHANK1","ADGRL2"
"993","SHANK1_ADGRL1","SHANK1","ADGRL1"
"994","WNT1_RYK","WNT1","RYK"
"995","WNT1_ROR2","WNT1","ROR2"
"996","WNT1_LRP5","WNT1","LRP5"
"997","WNT1_FZD9","WNT1","FZD9"
"998","WNT1_FZD3","WNT1","FZD3"
"999","WNT1_FZD8","WNT1","FZD8"
"1000","WNT1_FZD5","WNT1","FZD5"
"1001","CXCL16_GRM7","CXCL16","GRM7"
"1002","CXCL16_MTNR1A","CXCL16","MTNR1A"
"1003","CXCL16_CXCR6","CXCL16","CXCR6"
"1004","TNFSF12_TNFRSF25","TNFSF12","TNFRSF25"
"1005","TNFSF12_TNFRSF12A","TNFSF12","TNFRSF12A"
"1006","FGF11_FGFR2","FGF11","FGFR2"
"1007","FGF11_FGFR1","FGF11","FGFR1"
"1008","FGF11_FGFR3","FGF11","FGFR3"
"1009","NTN3_NEO1","NTN3","NEO1"
"1010","NTN3_CDON","NTN3","CDON"
"1011","FGF19_FGFR2","FGF19","FGFR2"
"1012","FGF19_FGFR1","FGF19","FGFR1"
"1013","FGF19_FGFR3","FGF19","FGFR3"
"1014","DRAXIN_DCC","DRAXIN","DCC"
"1015","VCAM1_ITGA4","VCAM1","ITGA4"
"1016","VCAM1_ITGB1","VCAM1","ITGB1"
"1017","VCAM1_ITGB2","VCAM1","ITGB2"
"1018","VCAM1_EZR","VCAM1","EZR"
"1019","VCAM1_MSN","VCAM1","MSN"
"1020","VCAM1_ITGAD","VCAM1","ITGAD"
"1021","ARPC5_ADRB2","ARPC5","ADRB2"
"1022","ARPC5_LDLR","ARPC5","LDLR"
"1023","INHBB_ACVR2B","INHBB","ACVR2B"
"1024","INHBB_SMAD3","INHBB","SMAD3"
"1025","INHBB_ACVR1B","INHBB","ACVR1B"
"1026","BMP10_ENG","BMP10","ENG"
"1027","BMP10_ACVRL1","BMP10","ACVRL1"
"1028","BMP10_BMPR2","BMP10","BMPR2"
"1029","BMP10_BMPR1A","BMP10","BMPR1A"
"1030","BMP10_BMPR1B","BMP10","BMPR1B"
"1031","TGFA_ERBB4","TGFA","ERBB4"
"1032","COL6A3_ITGB1","COL6A3","ITGB1"
"1033","COL6A3_ITGA2","COL6A3","ITGA2"
"1034","PROK2_PROKR1","PROK2","PROKR1"
"1035","IHH_PTCH1","IHH","PTCH1"
"1036","IHH_HHIP","IHH","HHIP"
"1037","IHH_BOC","IHH","BOC"
"1038","IHH_CDON","IHH","CDON"
"1039","IHH_PTCH2","IHH","PTCH2"
"1040","CXCL3_MTNR1A","CXCL3","MTNR1A"
"1041","CXCL3_CXCR2","CXCL3","CXCR2"
"1042","CXCL3_GRM7","CXCL3","GRM7"
"1043","CXCL5_MTNR1A","CXCL5","MTNR1A"
"1044","CXCL5_ACKR1","CXCL5","ACKR1"
"1045","CXCL5_CXCR2","CXCL5","CXCR2"
"1046","CXCL5_GRM7","CXCL5","GRM7"
"1047","PPBP_MTNR1A","PPBP","MTNR1A"
"1048","PPBP_ACKR1","PPBP","ACKR1"
"1049","PPBP_CXCR2","PPBP","CXCR2"
"1050","PPBP_GRM7","PPBP","GRM7"
"1051","PF4_CXCR3","PF4","CXCR3"
"1052","PF4_FGFR2","PF4","FGFR2"
"1053","PF4_SDC2","PF4","SDC2"
"1054","PF4_ACKR1","PF4","ACKR1"
"1055","PF4_GRM7","PF4","GRM7"
"1056","PF4_LDLR","PF4","LDLR"
"1057","PF4_THBD","PF4","THBD"
"1058","PF4_MTNR1A","PF4","MTNR1A"
"1059","UCN_CRHR1","UCN","CRHR1"
"1060","UCN_CRHR2","UCN","CRHR2"
"1061","TDGF1_ACVR2B","TDGF1","ACVR2B"
"1062","TDGF1_SMAD3","TDGF1","SMAD3"
"1063","TDGF1_ACVR1B","TDGF1","ACVR1B"
"1064","LIPH_LPAR1","LIPH","LPAR1"
"1065","LIPH_LPAR4","LIPH","LPAR4"
"1066","LIPH_LPAR2","LIPH","LPAR2"
"1067","MELTF_TFRC","MELTF","TFRC"
"1068","CAMP_P2RX7","CAMP","P2RX7"
"1069","CAMP_FPR2","CAMP","FPR2"
"1070","IL15_IL15RA","IL15","IL15RA"
"1071","IL15_IL2RA","IL15","IL2RA"
"1072","IL15_IL2RG","IL15","IL2RG"
"1073","SCGB3A2_MARCO","SCGB3A2","MARCO"
"1074","SPINK1_NRSN1","SPINK1","NRSN1"
"1075","IL3_CSF2RB","IL3","CSF2RB"
"1076","IL3_IL3RA","IL3","IL3RA"
"1077","CSF2_ITGB1","CSF2","ITGB1"
"1078","CSF2_CSF2RB","CSF2","CSF2RB"
"1079","CSF2_CSF2RA","CSF2","CSF2RA"
"1080","CSF2_IL3RA","CSF2","IL3RA"
"1081","CSF2_SDC2","CSF2","SDC2"
"1082","CSF2_CSF3R","CSF2","CSF3R"
"1083","FABP5_RXRA","FABP5","RXRA"
"1084","SHH_SCUBE2","SHH","SCUBE2"
"1085","SHH_BOC","SHH","BOC"
"1086","SHH_GPC5","SHH","GPC5"
"1087","SHH_CDON","SHH","CDON"
"1088","SHH_GAS1","SHH","GAS1"
"1089","SHH_PTCH1","SHH","PTCH1"
"1090","SHH_PTCH2","SHH","PTCH2"
"1091","COL1A2_CD44","COL1A2","CD44"
"1092","COL1A2_ITGB1","COL1A2","ITGB1"
"1093","COL1A2_ITGA11","COL1A2","ITGA11"
"1094","COL1A2_ITGB3","COL1A2","ITGB3"
"1095","COL1A2_CD36","COL1A2","CD36"
"1096","DEFB1_CCR6","DEFB1","CCR6"
"1097","COL14A1_CD44","COL14A1","CD44"
"1098","VEGFD_ITGA4","VEGFD","ITGA4"
"1099","VEGFD_ITGB1","VEGFD","ITGB1"
"1100","VEGFD_NRP2","VEGFD","NRP2"
"1101","ARF6_PLD1","ARF6","PLD1"
"1102","ARF6_SMAP1","ARF6","SMAP1"
"1103","JAM3_ITGB1","JAM3","ITGB1"
"1104","JAM3_ITGB2","JAM3","ITGB2"
"1105","HSP90B1_TLR9","HSP90B1","TLR9"
"1106","HSP90B1_TLR7","HSP90B1","TLR7"
"1107","HSP90B1_TLR4","HSP90B1","TLR4"
"1108","HSP90B1_TLR1","HSP90B1","TLR1"
"1109","COL6A2_ITGB1","COL6A2","ITGB1"
"1110","ANGPTL4_GPIHBP1","ANGPTL4","GPIHBP1"
"1111","ANGPTL4_TIE1","ANGPTL4","TIE1"
"1112","FADD_ABCA1","FADD","ABCA1"
"1113","FADD_FAS","FADD","FAS"
"1114","FADD_TRADD","FADD","TRADD"
"1115","PNOC_GRM7","PNOC","GRM7"
"1116","PNOC_OPRL1","PNOC","OPRL1"
"1117","PNOC_MTNR1A","PNOC","MTNR1A"
"1118","PRL_PRLR","PRL","PRLR"
"1119","CCL11_CXCR3","CCL11","CXCR3"
"1120","CCL11_CCR3","CCL11","CCR3"
"1121","CCL11_DPP4","CCL11","DPP4"
"1122","CCL11_ACKR1","CCL11","ACKR1"
"1123","CCL11_ACKR2","CCL11","ACKR2"
"1124","NRTN_RET","NRTN","RET"
"1125","NRTN_GFRA2","NRTN","GFRA2"
"1126","NRTN_GFRA1","NRTN","GFRA1"
"1127","IGF1_INSR","IGF1","INSR"
"1128","IGF1_IGF2R","IGF1","IGF2R"
"1129","INSL5_MTNR1A","INSL5","MTNR1A"
"1130","INSL5_RXFP4","INSL5","RXFP4"
"1131","INSL5_RXFP3","INSL5","RXFP3"
"1132","INSL5_GRM7","INSL5","GRM7"
"1133","IL16_GRIN2B","IL16","GRIN2B"
"1134","IL16_KCNJ4","IL16","KCNJ4"
"1135","IL16_KCNJ15","IL16","KCNJ15"
"1136","IL16_KCNA3","IL16","KCNA3"
"1137","IL16_KCNJ10","IL16","KCNJ10"
"1138","IL16_KCND2","IL16","KCND2"
"1139","IL16_GRIN2A","IL16","GRIN2A"
"1140","HSPA4_TLR4","HSPA4","TLR4"
"1141","PCSK9_VLDLR","PCSK9","VLDLR"
"1142","PCSK9_LDLR","PCSK9","LDLR"
"1143","SEMA3E_PLXND1","SEMA3E","PLXND1"
"1144","IL12A_IL12RB1","IL12A","IL12RB1"
"1145","IL12A_CD28","IL12A","CD28"
"1146","TRH_TRHR","TRH","TRHR"
"1147","DEFB4A_CCR6","DEFB4A","CCR6"
"1148","DEFB4A_TLR4","DEFB4A","TLR4"
"1149","CD14_ITGA4","CD14","ITGA4"
"1150","CD14_ITGB1","CD14","ITGB1"
"1151","CD14_TLR6","CD14","TLR6"
"1152","CD14_TLR9","CD14","TLR9"
"1153","CD14_ITGB2","CD14","ITGB2"
"1154","CD14_TLR4","CD14","TLR4"
"1155","CD14_TLR1","CD14","TLR1"
"1156","COL3A1_DDR2","COL3A1","DDR2"
"1157","COL3A1_ITGB1","COL3A1","ITGB1"
"1158","COL3A1_MAG","COL3A1","MAG"
"1159","COL3A1_DDR1","COL3A1","DDR1"
"1160","IL13_IL13RA2","IL13","IL13RA2"
"1161","IL13_TMEM219","IL13","TMEM219"
"1162","IL13_IL2RG","IL13","IL2RG"
"1163","IL13_IL13RA1","IL13","IL13RA1"
"1164","IL13_IL4R","IL13","IL4R"
"1165","NLGN2_NRXN1","NLGN2","NRXN1"
"1166","NLGN2_NRXN3","NLGN2","NRXN3"
"1167","NLGN2_MDGA1","NLGN2","MDGA1"
"1168","CXCL10_DPP4","CXCL10","DPP4"
"1169","CXCL10_SDC4","CXCL10","SDC4"
"1170","CXCL10_CXCR3","CXCL10","CXCR3"
"1171","CXCL10_CCR3","CXCL10","CCR3"
"1172","CXCL10_GRM7","CXCL10","GRM7"
"1173","BMP1_BMPR2","BMP1","BMPR2"
"1174","BMP1_BMPR1A","BMP1","BMPR1A"
"1175","BMP1_BMPR1B","BMP1","BMPR1B"
"1176","FGB_ITGAM","FGB","ITGAM"
"1177","FGB_ITGB1","FGB","ITGB1"
"1178","FGB_ITGB3","FGB","ITGB3"
"1179","FGB_ITGB2","FGB","ITGB2"
"1180","FGB_TLR4","FGB","TLR4"
"1181","FGA_ITGAM","FGA","ITGAM"
"1182","FGA_ITGAX","FGA","ITGAX"
"1183","FGA_ITGB1","FGA","ITGB1"
"1184","FGA_PLAUR","FGA","PLAUR"
"1185","FGA_ITGB3","FGA","ITGB3"
"1186","FGA_CDH5","FGA","CDH5"
"1187","FGA_ITGB2","FGA","ITGB2"
"1188","FGA_TLR4","FGA","TLR4"
"1189","FGA_ITGAD","FGA","ITGAD"
"1190","CXCL8_SDC1","CXCL8","SDC1"
