"","lr_pair","ligand","receptor"
"520","Nmb_Brs3","Nmb","Brs3"
"521","Il6_Il6ra","Il6","Il6ra"
"522","Il6_Il6st","Il6","Il6st"
"523","Il17a_Il17rd","Il17a","Il17rd"
"524","Il17a_Il17rc","Il17a","Il17rc"
"525","Ctla4_Cd80","Ctla4","Cd80"
"526","Mstn_Acvr2b","Mstn","Acvr2b"
"527","Mstn_Acvr2a","Mstn","Acvr2a"
"528","Nppc_Npr3","Nppc","Npr3"
"529","Nppc_Npr1","Nppc","Npr1"
"530","Nppc_Npr2","Nppc","Npr2"
"531","Il20_Il20rb","Il20","Il20rb"
"532","Il20_Il22ra1","Il20","Il22ra1"
"533","Lamc2_Itga6","Lamc2","Itga6"
"534","Lamc2_Itgb1","Lamc2","Itgb1"
"535","Lamc2_Itgb4","Lamc2","Itgb4"
"536","Xcl1_Xcr1","Xcl1","Xcr1"
"537","Angptl1_Tek","Angptl1","Tek"
"538","Tnfsf4_Traf2","Tnfsf4","Traf2"
"539","Tnfsf4_Tnfrsf4","Tnfsf4","Tnfrsf4"
"540","Cel_Cxcr4","Cel","Cxcr4"
"541","Hc_C5ar2","Hc","C5ar2"
"542","Hc_C5ar1","Hc","C5ar1"
"543","Il1f6_Il1rap","Il1f6","Il1rap"
"544","Il1f6_Il1rl2","Il1f6","Il1rl2"
"545","Il1f8_Il1rap","Il1f8","Il1rap"
"546","Il1f8_Il1rl2","Il1f8","Il1rl2"
"547","Fshb_Fshr","Fshb","Fshr"
"548","Lin7c_Abca1","Lin7c","Abca1"
"549","Lin7c_Htr2c","Lin7c","Htr2c"
"550","Mdk_Itgb1","Mdk","Itgb1"
"551","Mdk_Lrp6","Mdk","Lrp6"
"552","Mdk_Alk","Mdk","Alk"
"553","Mdk_Ptprz1","Mdk","Ptprz1"
"554","Mdk_Lrp1","Mdk","Lrp1"
"555","F2_Thbd","F2","Thbd"
"556","F2_Itga2b","F2","Itga2b"
"557","Jag1_Notch2","Jag1","Notch2"
"558","Jag1_Notch3","Jag1","Notch3"
"559","Oxt_Avpr2","Oxt","Avpr2"
"560","Oxt_Oxtr","Oxt","Oxtr"
"561","Spint1_St14","Spint1","St14"
"562","Bmp2_Acvr2b","Bmp2","Acvr2b"
"563","Bmp2_Bmpr1b","Bmp2","Bmpr1b"
"564","Bmp2_Tgfbr3","Bmp2","Tgfbr3"
"565","Bmp2_Hjv","Bmp2","Hjv"
"566","Bmp2_Acvr2a","Bmp2","Acvr2a"
"567","Bmp2_Bmpr2","Bmp2","Bmpr2"
"568","Bmp2_Acvr1","Bmp2","Acvr1"
"569","Bmp2_Bmpr1a","Bmp2","Bmpr1a"
"570","Il1b_Il1rap","Il1b","Il1rap"
"571","Il1a_Il1rap","Il1a","Il1rap"
"572","Cst3_Lrp2","Cst3","Lrp2"
"573","Angpt4_Tek","Angpt4","Tek"
"574","Edn3_Ednrb","Edn3","Ednrb"
"575","Edn3_Kel","Edn3","Kel"
"576","Edn3_Ednra","Edn3","Ednra"
"577","a_Mc1r","a","Mc1r"
"578","Ghrh_Ghrhr","Ghrh","Ghrhr"
"579","Ghrh_Vipr1","Ghrh","Vipr1"
"580","Il21_Il21r","Il21","Il21r"
"581","Il21_Il2rg","Il21","Il2rg"
"582","Il2_Il2rg","Il2","Il2rg"
"583","Il2_Il2rb","Il2","Il2rb"
"584","Wnt2b_Fzd4","Wnt2b","Fzd4"
"585","Efna1_Epha10","Efna1","Epha10"
"586","Efna1_Epha3","Efna1","Epha3"
"587","Efna1_Epha7","Efna1","Epha7"
"588","Efna1_Epha6","Efna1","Epha6"
"589","Efna1_Epha8","Efna1","Epha8"
"590","Efna1_Epha1","Efna1","Epha1"
"591","Efna1_Epha5","Efna1","Epha5"
"592","Vcam1_Itga4","Vcam1","Itga4"
"593","Vcam1_Itgb1","Vcam1","Itgb1"
"594","Vcam1_Itga9","Vcam1","Itga9"
"595","Sfrp2_Fzd5","Sfrp2","Fzd5"
"596","Pdgfc_Pdgfra","Pdgfc","Pdgfra"
"597","Egf_Erbb3","Egf","Erbb3"
"598","Egf_Erbb2","Egf","Erbb2"
"599","Egf_Erbb4","Egf","Erbb4"
"600","Dkk2_Lrp6","Dkk2","Lrp6"
"601","Efna3_Epha10","Efna3","Epha10"
"602","Efna3_Epha3","Efna3","Epha3"
"603","Efna3_Epha7","Efna3","Epha7"
"604","Efna3_Epha6","Efna3","Epha6"
"605","Efna3_Epha8","Efna3","Epha8"
"606","Efna3_Epha1","Efna3","Epha1"
"607","Efna3_Erbb2","Efna3","Erbb2"
"608","Efna3_Ephb1","Efna3","Ephb1"
"609","Efna3_Epha5","Efna3","Epha5"
"610","Efna4_Epha10","Efna4","Epha10"
"611","Efna4_Epha3","Efna4","Epha3"
"612","Efna4_Epha7","Efna4","Epha7"
"613","Efna4_Epha6","Efna4","Epha6"
"614","Efna4_Epha8","Efna4","Epha8"
"615","Efna4_Epha1","Efna4","Epha1"
"616","Efna4_Epha5","Efna4","Epha5"
"617","Adam15_Itgb1","Adam15","Itgb1"
"618","Adam15_Itga9","Adam15","Itga9"
"619","Sema4a_Plxnb1","Sema4a","Plxnb1"
"620","Sema4a_Plxnb2","Sema4a","Plxnb2"
"621","Ccn1_Itgam","Ccn1","Itgam"
"622","Tnfsf8_Tnfrsf8","Tnfsf8","Tnfrsf8"
"623","Tln1_Itgal","Tln1","Itgal"
"624","Tln1_Itgb1","Tln1","Itgb1"
"625","Col9a2_Mag","Col9a2","Mag"
"626","Edn2_Ednrb","Edn2","Ednrb"
"627","Edn2_Kel","Edn2","Kel"
"628","Edn2_Ednra","Edn2","Ednra"
"629","Sema3c_Plxna4","Sema3c","Plxna4"
"630","Sema3c_Plxnb1","Sema3c","Plxnb1"
"631","Sema3c_Nrp2","Sema3c","Nrp2"
"632","Hgf_Itgb1","Hgf","Itgb1"
"633","Hgf_Nrp2","Hgf","Nrp2"
"634","Hgf_Plxnb1","Hgf","Plxnb1"
"635","Hgf_Met","Hgf","Met"
"636","Rspo1_Lgr4","Rspo1","Lgr4"
"637","Rspo1_Lgr6","Rspo1","Lgr6"
"638","Rspo1_Lrp6","Rspo1","Lrp6"
"639","Rspo1_Znrf3","Rspo1","Znrf3"
"640","Sema3a_Plxna4","Sema3a","Plxna4"
"641","Sema3a_Nrp2","Sema3a","Nrp2"
"642","Sema3a_Plxna1","Sema3a","Plxna1"
"643","Uts2_Uts2r","Uts2","Uts2r"
"644","Cort_Sstr3","Cort","Sstr3"
"645","Cort_Sstr2","Cort","Sstr2"
"646","Cort_Sstr4","Cort","Sstr4"
"647","Cort_Sstr5","Cort","Sstr5"
"648","Cort_Sstr1","Cort","Sstr1"
"649","Cort_Ghsr","Cort","Ghsr"
"650","Draxin_Dcc","Draxin","Dcc"
"651","Gnb1_Kcnj6","Gnb1","Kcnj6"
"652","Nmu_Nmur2","Nmu","Nmur2"
"653","Bmp3_Acvr2b","Bmp3","Acvr2b"
"654","Bmp3_Acvr2a","Bmp3","Acvr2a"
"655","Fgf5_Fgfr1","Fgf5","Fgfr1"
"656","Fgf5_Fgfr2","Fgf5","Fgfr2"
"657","Fgf5_Fgfr3","Fgf5","Fgfr3"
"658","Cxcl5_Cxcr2","Cxcl5","Cxcr2"
"659","Cxcl5_Ackr1","Cxcl5","Ackr1"
"660","Ppbp_Cxcr2","Ppbp","Cxcr2"
"661","Ppbp_Cxcr1","Ppbp","Cxcr1"
"662","Pf4_Thbd","Pf4","Thbd"
"663","Pf4_Fgfr2","Pf4","Fgfr2"
"664","Pf4_Cxcr3","Pf4","Cxcr3"
"665","Pf4_Lrp1","Pf4","Lrp1"
"666","Areg_Erbb3","Areg","Erbb3"
"667","Areg_Erbb2","Areg","Erbb2"
"668","Areg_Erbb4","Areg","Erbb4"
"669","Cxcl3_Cxcr2","Cxcl3","Cxcr2"
"670","Cxcl3_Cxcr3","Cxcl3","Cxcr3"
"671","Cxcl1_Cxcr2","Cxcl1","Cxcr2"
"672","Cxcl1_Cxcr1","Cxcl1","Cxcr1"
"673","Cxcl1_Ackr1","Cxcl1","Ackr1"
"674","Il31_Il31ra","Il31","Il31ra"
"675","Pla2g1b_Pla2r1","Pla2g1b","Pla2r1"
"676","Col1a2_Itgb1","Col1a2","Itgb1"
"677","Col1a2_Itga2","Col1a2","Itga2"
"678","Col1a2_Cd93","Col1a2","Cd93"
"679","Gng11_Kcnj6","Gng11","Kcnj6"
"680","Epo_Mpl","Epo","Mpl"
"681","Gnb2_Kcnj6","Gnb2","Kcnj6"
"682","Npy_Npy4r","Npy","Npy4r"
"683","Npy_Npy5r","Npy","Npy5r"
"684","Npy_Npy1r","Npy","Npy1r"
"685","Npy_Dpp4","Npy","Dpp4"
"686","Npy_Npy6r","Npy","Npy6r"
"687","Npy_Fap","Npy","Fap"
"688","Npvf_Npffr2","Npvf","Npffr2"
"689","Tgfa_Erbb3","Tgfa","Erbb3"
"690","Tgfa_Erbb2","Tgfa","Erbb2"
"691","Tgfa_Erbb4","Tgfa","Erbb4"
"692","Bmp10_Acvr1","Bmp10","Acvr1"
"693","Bmp10_Bmpr2","Bmp10","Bmpr2"
"694","Bmp10_Bmpr1a","Bmp10","Bmpr1a"
"695","Bmp10_Alk","Bmp10","Alk"
"696","Prok2_Prokr2","Prok2","Prokr2"
"697","Prok2_Prokr1","Prok2","Prokr1"
"698","Wnt7a_Fzd1","Wnt7a","Fzd1"
"699","Wnt7a_Fzd9","Wnt7a","Fzd9"
"700","Wnt7a_Fzd3","Wnt7a","Fzd3"
"701","Wnt7a_Adgra2","Wnt7a","Adgra2"
"702","Wnt7a_Lrp6","Wnt7a","Lrp6"
"703","Wnt7a_Fzd5","Wnt7a","Fzd5"
"704","Wnt7a_Fzd4","Wnt7a","Fzd4"
"705","Wnt7a_Fzd7","Wnt7a","Fzd7"
"706","Gdf3_Acvr2b","Gdf3","Acvr2b"
"707","Gdf3_Acvr2a","Gdf3","Acvr2a"
"708","Clec2d_Klrb1b","Clec2d","Klrb1b"
"709","Rtn2_Rtn4r","Rtn2","Rtn4r"
"710","Vasp_Itga4","Vasp","Itga4"
"711","Mfge8_Itgb5","Mfge8","Itgb5"
"712","Mfge8_Itgb1","Mfge8","Itgb1"
"713","Calca_Calcrl","Calca","Calcrl"
"714","Calca_Calcr","Calca","Calcr"
"715","Fgf21_Fgfr1","Fgf21","Fgfr1"
"716","Fgf21_Fgfr2","Fgf21","Fgfr2"
"717","Fgf21_Fgfr3","Fgf21","Fgfr3"
"718","Izumo1_Izumo1r","Izumo1","Izumo1r"
"719","Hpx_Lrp1","Hpx","Lrp1"
"720","Fgf15_Fgfr1","Fgf15","Fgfr1"
"721","Fgf15_Fgfr2","Fgf15","Fgfr2"
"722","Fgf15_Fgfr3","Fgf15","Fgfr3"
"723","Fadd_Tradd","Fadd","Tradd"
"724","Cd40lg_Traf1","Cd40lg","Traf1"
"725","Fgf13_Fgfr1","Fgf13","Fgfr1"
"726","Fgf13_Fgfr2","Fgf13","Fgfr2"
"727","Fgf13_Scn5a","Fgf13","Scn5a"
"728","Fgf13_Fgfr3","Fgf13","Fgfr3"
"729","F9_Lrp1","F9","Lrp1"
"730","F8_Ldlr","F8","Ldlr"
"731","F8_Lrp1","F8","Lrp1"
"732","Fgf16_Fgfr1","Fgf16","Fgfr1"
"733","Fgf16_Fgfr2","Fgf16","Fgfr2"
"734","Fgf16_Fgfr3","Fgf16","Fgfr3"
"735","Bgn_P2rx7","Bgn","P2rx7"
"736","Bgn_Tlr4","Bgn","Tlr4"
"737","Vegfd_Nrp2","Vegfd","Nrp2"
"738","Vegfd_Fgfr2","Vegfd","Fgfr2"
"739","Vegfd_Kdr","Vegfd","Kdr"
"740","Vegfd_Itga9","Vegfd","Itga9"
"741","Angpt2_Itgb1","Angpt2","Itgb1"
"742","Angpt2_Tek","Angpt2","Tek"
"743","Tnfsf13b_Tnfrsf13c","Tnfsf13b","Tnfrsf13c"
"744","Col4a1_Itgb1","Col4a1","Itgb1"
"745","Col4a1_Cd93","Col4a1","Cd93"
"746","Col4a2_Itgb1","Col4a2","Itgb1"
"747","Col4a2_Cd93","Col4a2","Cd93"
"748","Vegfc_Ccbe1","Vegfc","Ccbe1"
"749","Vegfc_Itgb1","Vegfc","Itgb1"
"750","Vegfc_Nrp2","Vegfc","Nrp2"
"751","Vegfc_Kdr","Vegfc","Kdr"
"752","Vegfc_Itga9","Vegfc","Itga9"
"753","Plat_Lrp1","Plat","Lrp1"
"754","Plat_Itgam","Plat","Itgam"
"755","Sfrp1_Fzd2","Sfrp1","Fzd2"
"756","Fgf20_Fgfr1","Fgf20","Fgfr1"
"757","Fgf20_Fgfr2","Fgf20","Fgfr2"
"758","Fgf20_Fgfr3","Fgf20","Fgfr3"
"759","Il15_Il15ra","Il15","Il15ra"
"760","Il15_Il2rb","Il15","Il2rb"
"761","Il15_Il11ra1","Il15","Il11ra1"
"762","Mmp2_Itgb1","Mmp2","Itgb1"
"763","Cx3cl1_Itga4","Cx3cl1","Itga4"
"764","Cx3cl1_Itgb1","Cx3cl1","Itgb1"
"765","Cx3cl1_Cx3cr1","Cx3cl1","Cx3cr1"
"766","Ccl22_Ccr4","Ccl22","Ccr4"
"767","Ccl22_Ackr2","Ccl22","Ackr2"
"768","Ccl22_Dpp4","Ccl22","Dpp4"
"769","Ccl17_Ccr8","Ccl17","Ccr8"
"770","Ccl17_Ccr4","Ccl17","Ccr4"
"771","Ccl17_Ackr1","Ccl17","Ackr1"
"772","Ccl17_Ackr2","Ccl17","Ackr2"
"773","Insl3_Rxfp2","Insl3","Rxfp2"
"774","Insl3_Rxfp1","Insl3","Rxfp1"
"775","Jam3_Itgam","Jam3","Itgam"
"776","Jam3_Itga4","Jam3","Itga4"
"777","Jam3_Itgal","Jam3","Itgal"
"778","Jam3_Itgb1","Jam3","Itgb1"
"779","Apoc3_Ldlr","Apoc3","Ldlr"
"780","Apoc3_Lrp1","Apoc3","Lrp1"
"781","Apoa1_Lrp2","Apoa1","Lrp2"
"782","Lipc_Scarb1","Lipc","Scarb1"
"783","Lipc_Lrp1","Lipc","Lrp1"
"784","Ptgs2_Ptger4","Ptgs2","Ptger4"
"785","Ptgs2_Ptger3","Ptgs2","Ptger3"
"786","Ptgs2_Ptger2","Ptgs2","Ptger2"
"787","Tdgf1_Acvr2b","Tdgf1","Acvr2b"
"788","Tdgf1_Acvr2a","Tdgf1","Acvr2a"
"789","Tdgf1_Gpc1","Tdgf1","Gpc1"
"790","Tdgf1_Fzd7","Tdgf1","Fzd7"
"791","Ucn_Crhr1","Ucn","Crhr1"
"792","Ntng2_Lrrc4c","Ntng2","Lrrc4c"
"793","Ntng2_Lrrc4","Ntng2","Lrrc4"
"794","Avp_Oxtr","Avp","Oxtr"
"795","Lgals3bp_Itgb1","Lgals3bp","Itgb1"
"796","Apob_Lrp2","Apob","Lrp2"
"797","Apob_Scarb1","Apob","Scarb1"
"798","Apob_Apobr","Apob","Apobr"
"799","Apob_Lrp1","Apob","Lrp1"
"800","Apob_Tlr4","Apob","Tlr4"
"801","Apob_Mttp","Apob","Mttp"
"802","Apob_Cd36","Apob","Cd36"
"803","Wnt4_Musk","Wnt4","Musk"
"804","Wnt4_Fzd2","Wnt4","Fzd2"
"805","Wnt4_Fzd1","Wnt4","Fzd1"
"806","Wnt4_Fzd10","Wnt4","Fzd10"
"807","Wnt4_Fzd8","Wnt4","Fzd8"
"808","Wnt4_Fzd5","Wnt4","Fzd5"
"809","Wnt4_Fzd4","Wnt4","Fzd4"
"810","Wnt4_Fzd7","Wnt4","Fzd7"
"811","Fgg_Itga2b","Fgg","Itga2b"
"812","Galp_Galr1","Galp","Galr1"
"813","Galp_Galr2","Galp","Galr2"
"814","Fgf2_Fgfr2","Fgf2","Fgfr2"
"815","Fgf2_Fgfr1","Fgf2","Fgfr1"
"816","Fgf2_Sdc3","Fgf2","Sdc3"
"817","Fgf2_Ptprz1","Fgf2","Ptprz1"
"818","Fgf2_Fgfr3","Fgf2","Fgfr3"
"819","Csf3_Csf3r","Csf3","Csf3r"
"820","Bmp8a_Acvr2b","Bmp8a","Acvr2b"
"821","Bmp8a_Acvr2a","Bmp8a","Acvr2a"
"822","Bmp8a_Tgfbr2","Bmp8a","Tgfbr2"
"823","Bmp8a_Bmpr2","Bmp8a","Bmpr2"
"824","Gdf7_Acvr2a","Gdf7","Acvr2a"
"825","Gdf7_Bmpr2","Gdf7","Bmpr2"
"826","Serpine1_Lrp1b","Serpine1","Lrp1b"
"827","Serpine1_Lrp2","Serpine1","Lrp2"
"828","Serpine1_Lrp1","Serpine1","Lrp1"
"829","Serpine1_Vldlr","Serpine1","Vldlr"
"830","Ccl5_Gpr75","Ccl5","Gpr75"
"831","Ccl5_Ccr4","Ccl5","Ccr4"
"832","Ccl5_Ccrl2","Ccl5","Ccrl2"
"833","Ccl5_Ccr5","Ccl5","Ccr5"
"834","Ccl5_Ackr1","Ccl5","Ackr1"
"835","Ccl5_Ackr2","Ccl5","Ackr2"
"836","Ccl5_Ackr4","Ccl5","Ackr4"
"837","Nodal_Acvr2b","Nodal","Acvr2b"
"838","Nodal_Acvr2a","Nodal","Acvr2a"
"839","Npnt_Itgb1","Npnt","Itgb1"
"840","Lman1_Mcfd2","Lman1","Mcfd2"
"841","Tnfsf10_Tnfrsf11b","Tnfsf10","Tnfrsf11b"
"842","Inha_Acvr2a","Inha","Acvr2a"
"843","Tnfsf9_Traf1","Tnfsf9","Traf1"
"844","Pth2_Ramp1","Pth2","Ramp1"
"845","Mif_Cd74","Mif","Cd74"
"846","Mif_Cxcr2","Mif","Cxcr2"
"847","Mif_Ackr3","Mif","Ackr3"
"848","Mif_Cxcr4","Mif","Cxcr4"
"849","Spon1_Lrp8","Spon1","Lrp8"
"850","Lefty1_Acvr1","Lefty1","Acvr1"
"851","Lefty1_Acvr2b","Lefty1","Acvr2b"
"852","Lefty1_Acvr2a","Lefty1","Acvr2a"
"853","Sct_Sctr","Sct","Sctr"
"854","Rspo4_Lgr4","Rspo4","Lgr4"
"855","Sema7a_Itgb1","Sema7a","Itgb1"
"856","Gng10_Kcnj6","Gng10","Kcnj6"
"857","Wnt8b_Fzd10","Wnt8b","Fzd10"
"858","Wnt8b_Ptk7","Wnt8b","Ptk7"
"859","Wnt8b_Fzd7","Wnt8b","Fzd7"
"860","Amh_Acvr1","Amh","Acvr1"
"861","Il5_Csf2rb","Il5","Csf2rb"
"862","Il5_Il5ra","Il5","Il5ra"
"863","Tgfb2_Tgfbr2","Tgfb2","Tgfbr2"
"864","Iapp_Ramp3","Iapp","Ramp3"
"865","Iapp_Calcr","Iapp","Calcr"
"866","Lama1_Itgb1","Lama1","Itgb1"
"867","Lama1_Itga2","Lama1","Itga2"
"868","Lama1_Itga1","Lama1","Itga1"
"869","Lama1_Itgb4","Lama1","Itgb4"
"870","Lama1_Itga7","Lama1","Itga7"
"871","Pmch_Mchr1","Pmch","Mchr1"
"872","Crp_Tlr4","Crp","Tlr4"
"873","Thbs1_Itga1","Thbs1","Itga1"
"874","Thbs1_Vldlr","Thbs1","Vldlr"
"875","Thbs1_Itgb1","Thbs1","Itgb1"
"876","Thbs1_Ptprj","Thbs1","Ptprj"
"877","Thbs1_Cd47","Thbs1","Cd47"
"878","Thbs1_Itga2","Thbs1","Itga2"
"879","Thbs1_Cd36","Thbs1","Cd36"
"880","Inhbb_Acvr2b","Inhbb","Acvr2b"
"881","Inhbb_Acvr2a","Inhbb","Acvr2a"
"882","Clcf1_Cntfr","Clcf1","Cntfr"
"883","Clcf1_Il6st","Clcf1","Il6st"
"884","Fgf1_Fgfr1","Fgf1","Fgfr1"
"885","Fgf1_Fgfr2","Fgf1","Fgfr2"
"886","Fgf1_Fgfr3","Fgf1","Fgfr3"
"887","Apln_Aplnr","Apln","Aplnr"
"888","Grn_Sort1","Grn","Sort1"
"889","Nrtn_Sdc3","Nrtn","Sdc3"
"890","Prl3a1_Prlr","Prl3a1","Prlr"
"891","Gc_Lrp2","Gc","Lrp2"
"892","Il17f_Il17rc","Il17f","Il17rc"
"893","Cxcl10_Cxcr4","Cxcl10","Cxcr4"
"894","Cxcl10_Cxcr3","Cxcl10","Cxcr3"
"895","Prl3b1_Prlr","Prl3b1","Prlr"
"896","Chad_Itgb1","Chad","Itgb1"
"897","Chad_Itga2","Chad","Itga2"
"898","Inhba_Acvr2b","Inhba","Acvr2b"
"899","Inhba_Acvr2a","Inhba","Acvr2a"
"900","S100b_Fgfr1","S100b","Fgfr1"
"901","Gdf5_Acvr1","Gdf5","Acvr1"
"902","Gdf5_Acvr2b","Gdf5","Acvr2b"
"903","Gdf5_Acvr2a","Gdf5","Acvr2a"
"904","Gdf5_Bmpr2","Gdf5","Bmpr2"
"905","C1qa_Cd93","C1qa","Cd93"
"906","Calm2_Grm7","Calm2","Grm7"
"907","Calm2_Scn10a","Calm2","Scn10a"
"908","Calm2_Cacna1c","Calm2","Cacna1c"
"909","Calm2_Trpc5","Calm2","Trpc5"
"910","Calm2_Kcnq3","Calm2","Kcnq3"
"911","Ctf1_Il6st","Ctf1","Il6st"
"912","Ucn3_Crhr1","Ucn3","Crhr1"
"913","Efnb1_Ephb2","Efnb1","Ephb2"
"914","Efnb1_Ephb4","Efnb1","Ephb4"
"915","Efnb1_Epha6","Efnb1","Epha6"
"916","Efnb1_Ephb6","Efnb1","Ephb6"
"917","Efnb1_Epha5","Efnb1","Epha5"
"918","Rln3_Rxfp2","Rln3","Rxfp2"
"919","Rln3_Rxfp4","Rln3","Rxfp4"
"920","Rln3_Rxfp1","Rln3","Rxfp1"
"921","Rln3_Rxfp3","Rln3","Rxfp3"
"922","Col9a1_Mag","Col9a1","Mag"
"923","Nlgn2_Nrxn1","Nlgn2","Nrxn1"
"924","Nlgn2_Nrxn3","Nlgn2","Nrxn3"
"925","Nlgn2_Nrxn2","Nlgn2","Nrxn2"
"926","Il1f9_Il1rap","Il1f9","Il1rap"
"927","Il1f9_Il1rl2","Il1f9","Il1rl2"
"928","Prl2c1_Prlr","Prl2c1","Prlr"
"929","Lcn2_Lrp2","Lcn2","Lrp2"
"930","Inhbe_Acvr2b","Inhbe","Acvr2b"
"931","Inhbe_Acvr2a","Inhbe","Acvr2a"
"932","Pnoc_Oprl1","Pnoc","Oprl1"
"933","Fn1_Itgb1","Fn1","Itgb1"
"934","Fn1_Itga2b","Fn1","Itga2b"
"935","Fn1_Flrt2","Fn1","Flrt2"
"936","Fn1_Col13a1","Fn1","Col13a1"
"937","Fbln1_Itgb1","Fbln1","Itgb1"
"938","Il18_Il18r1","Il18","Il18r1"
"939","Il18_Il18bp","Il18","Il18bp"
"940","Il27_Il6st","Il27","Il6st"
"941","Qrfp_Qrfpr","Qrfp","Qrfpr"
"942","Pcsk9_Lrp8","Pcsk9","Lrp8"
"943","Pcsk9_Aplp2","Pcsk9","Aplp2"
"944","Pcsk9_Vldlr","Pcsk9","Vldlr"
"945","Pcsk9_Sort1","Pcsk9","Sort1"
"946","Arf6_Pld1","Arf6","Pld1"
"947","Il17c_Il17re","Il17c","Il17re"
"948","Dscam_Dcc","Dscam","Dcc"
"949","Igf1_Insr","Igf1","Insr"
"950","Cd14_Itga4","Cd14","Itga4"
"951","Cd14_Itgb1","Cd14","Itgb1"
"952","Cd14_Tlr9","Cd14","Tlr9"
"953","Fgf4_Fgfr1","Fgf4","Fgfr1"
"954","Fgf4_Fgfr2","Fgf4","Fgfr2"
"955","Fgf4_Fgfr3","Fgf4","Fgfr3"
"956","Gnai2_Adra2b","Gnai2","Adra2b"
"957","Gnai2_Drd2","Gnai2","Drd2"
"958","Gnai2_C5ar1","Gnai2","C5ar1"
"959","Hcrt_Hcrtr2","Hcrt","Hcrtr2"
"960","Hcrt_Hcrtr1","Hcrt","Hcrtr1"
"961","Cd24a_Selp","Cd24a","Selp"
"962","Bdnf_Ntrk2","Bdnf","Ntrk2"
"963","Bdnf_Bex3","Bdnf","Bex3"
"964","Bdnf_Sort1","Bdnf","Sort1"
"965","S100a1_Ryr1","S100a1","Ryr1"
"966","Nxph3_Nrxn2","Nxph3","Nrxn2"
"967","Nxph3_Nrxn1","Nxph3","Nrxn1"
"968","Nxph3_Nrxn3","Nxph3","Nrxn3"
"969","Ucn2_Crhr1","Ucn2","Crhr1"
"970","Crh_Crhr1","Crh","Crhr1"
"971","Fat4_Dchs1","Fat4","Dchs1"
"972","Gdf6_Acvr2a","Gdf6","Acvr2a"
"973","Gdf6_Bmpr2","Gdf6","Bmpr2"
"974","Adam10_Epha3","Adam10","Epha3"
"975","Adam10_Notch3","Adam10","Notch3"
"976","Adam10_Cadm1","Adam10","Cadm1"
"977","Artn_Sdc3","Artn","Sdc3"
"978","Adm2_Calcrl","Adm2","Calcrl"
"979","Wnt5a_Fzd2","Wnt5a","Fzd2"
"980","Wnt5a_Fzd3","Wnt5a","Fzd3"
"981","Wnt5a_Ryk","Wnt5a","Ryk"
"982","Wnt5a_Fzd5","Wnt5a","Fzd5"
"983","Wnt5a_Fzd7","Wnt5a","Fzd7"
"984","Adam12_Itgb1","Adam12","Itgb1"
"985","Adam12_Epha1","Adam12","Epha1"
"986","Amelx_Cd63","Amelx","Cd63"
"987","Nlgn3_Nrxn1","Nlgn3","Nrxn1"
"988","Nlgn3_Nrxn3","Nlgn3","Nrxn3"
"989","Nlgn3_Nrxn2","Nlgn3","Nrxn2"
"990","Agt_Lrp2","Agt","Lrp2"
"991","Agt_Agtr1a","Agt","Agtr1a"
"992","Agt_Agtr1b","Agt","Agtr1b"
"993","Agt_Agtr2","Agt","Agtr2"
"994","Agt_Mas1","Agt","Mas1"
"995","Slit3_Robo3","Slit3","Robo3"
"996","Slit3_Robo2","Slit3","Robo2"
"997","Slit3_Plxna1","Slit3","Plxna1"
"998","Lep_Lrp2","Lep","Lrp2"
"999","Adcyap1_Adrb3","Adcyap1","Adrb3"
"1000","Adcyap1_Ramp2","Adcyap1","Ramp2"
"1001","Lif_Lifr","Lif","Lifr"
"1002","Lif_Il6st","Lif","Il6st"
"1003","Rspo2_Znrf3","Rspo2","Znrf3"
"1004","Adam17_Aplp2","Adam17","Aplp2"
"1005","Adam17_Itgb1","Adam17","Itgb1"
"1006","Adam17_Notch2","Adam17","Notch2"
"1007","Adam17_Ghr","Adam17","Ghr"
"1008","Adam17_Erbb4","Adam17","Erbb4"
"1009","Adam17_Rhbdf2","Adam17","Rhbdf2"
"1010","Dmp1_Phex","Dmp1","Phex"
"1011","Sema5a_Met","Sema5a","Met"
"1012","Sema5a_Plxna1","Sema5a","Plxna1"
"1013","Fgf7_Fgfr1","Fgf7","Fgfr1"
"1014","Fgf7_Fgfr2","Fgf7","Fgfr2"
"1015","Fgf7_Fgfr3","Fgf7","Fgfr3"
"1016","Cthrc1_Fzd3","Cthrc1","Fzd3"
"1017","Alkal2_Alk","Alkal2","Alk"
"1018","Tg_Lrp2","Tg","Lrp2"
"1019","Ntng1_Lrrc4c","Ntng1","Lrrc4c"
"1020","Prl7c1_Prlr","Prl7c1","Prlr"
"1021","Postn_Itgb1","Postn","Itgb1"
"1022","Cxcl12_Itga4","Cxcl12","Itga4"
"1023","Cxcl12_Oprm1","Cxcl12","Oprm1"
"1024","Cxcl12_Itgb1","Cxcl12","Itgb1"
"1025","Prl3d3_Prlr","Prl3d3","Prlr"
"1026","Nrg1_Erbb3","Nrg1","Erbb3"
"1027","Nrg1_Erbb4","Nrg1","Erbb4"
"1028","Sema3e_Plxna1","Sema3e","Plxna1"
"1029","Cxcl17_Gpr35","Cxcl17","Gpr35"
"1030","Bmp4_Bmpr2","Bmp4","Bmpr2"
"1031","Bmp4_Musk","Bmp4","Musk"
"1032","Nlgn1_Nrxn1","Nlgn1","Nrxn1"
